8.4090420000000000e+06,8.4088590000000000e+06,8.4189960000000000e+06,8.4086580000000000e+06,8.4091620000000000e+06,8.4087100000000000e+06
8.4090080000000000e+06,8.4088360000000000e+06,8.4188820000000000e+06,8.4086260000000000e+06,8.4091550000000000e+06,8.4087420000000000e+06
8.4090580000000000e+06,8.4088590000000000e+06,8.4191600000000000e+06,8.4086710000000000e+06,8.4091350000000000e+06,8.4087160000000000e+06
8.4090250000000000e+06,8.4088410000000000e+06,8.4188390000000000e+06,8.4086500000000000e+06,8.4091840000000000e+06,8.4087490000000000e+06
8.4090630000000000e+06,8.4088400000000000e+06,8.4179520000000000e+06,8.4086250000000000e+06,8.4091540000000000e+06,8.4087250000000000e+06
8.4090320000000000e+06,8.4088860000000000e+06,8.4197410000000000e+06,8.4086470000000000e+06,8.4091420000000000e+06,8.4087490000000000e+06
8.4090500000000000e+06,8.4088600000000000e+06,8.4188780000000000e+06,8.4086630000000000e+06,8.4091710000000000e+06,8.4087390000000000e+06
8.4090340000000000e+06,8.4088840000000000e+06,8.4184410000000000e+06,8.4086570000000000e+06,8.4091850000000000e+06,8.4087120000000000e+06
8.4090040000000000e+06,8.4088500000000000e+06,8.4185020000000000e+06,8.4086280000000000e+06,8.4091600000000000e+06,8.4087690000000000e+06
8.4090310000000000e+06,8.4088400000000000e+06,8.4193240000000000e+06,8.4086400000000000e+06,8.4091650000000000e+06,8.4087280000000000e+06
8.4090400000000000e+06,8.4088700000000000e+06,8.4187740000000000e+06,8.4086560000000000e+06,8.4091490000000000e+06,8.4087170000000000e+06
8.4090140000000000e+06,8.4088550000000000e+06,8.4190010000000000e+06,8.4086680000000000e+06,8.4091830000000000e+06,8.4087730000000000e+06
8.4090350000000000e+06,8.4088250000000000e+06,8.4194630000000000e+06,8.4086300000000000e+06,8.4091450000000000e+06,8.4087310000000000e+06
8.4090410000000000e+06,8.4088690000000000e+06,8.4188460000000000e+06,8.4086740000000000e+06,8.4091430000000000e+06,8.4087310000000000e+06
8.4090150000000000e+06,8.4088560000000000e+06,8.4181270000000000e+06,8.4086210000000000e+06,8.4091450000000000e+06,8.4087350000000000e+06
8.4090300000000000e+06,8.4088440000000000e+06,8.4177710000000000e+06,8.4086140000000000e+06,8.4091700000000000e+06,8.4087270000000000e+06
8.4090290000000000e+06,8.4088250000000000e+06,8.4191710000000000e+06,8.4086290000000000e+06,8.4091910000000000e+06,8.4087010000000000e+06
8.4090730000000000e+06,8.4088630000000000e+06,8.4193210000000000e+06,8.4086870000000000e+06,8.4091590000000000e+06,8.4087350000000000e+06
8.4090220000000000e+06,8.4088750000000000e+06,8.4188230000000000e+06,8.4086050000000000e+06,8.4091600000000000e+06,8.4087310000000000e+06
8.4090150000000000e+06,8.4088420000000000e+06,8.4194310000000000e+06,8.4086420000000000e+06,8.4091680000000000e+06,8.4087070000000000e+06
8.4090390000000000e+06,8.4088310000000000e+06,8.4191690000000000e+06,8.4086490000000000e+06,8.4091710000000000e+06,8.4086980000000000e+06
8.4090530000000000e+06,8.4088660000000000e+06,8.4186640000000000e+06,8.4086050000000000e+06,8.4091450000000000e+06,8.4087470000000000e+06
8.4090700000000000e+06,8.4088640000000000e+06,8.4189440000000000e+06,8.4086560000000000e+06,8.4091790000000000e+06,8.4087340000000000e+06
8.4090310000000000e+06,8.4088470000000000e+06,8.4188460000000000e+06,8.4086690000000000e+06,8.4091360000000000e+06,8.4087140000000000e+06
8.4090410000000000e+06,8.4088390000000000e+06,8.4185400000000000e+06,8.4086230000000000e+06,8.4091250000000000e+06,8.4087400000000000e+06
8.4090440000000000e+06,8.4088750000000000e+06,8.4180600000000000e+06,8.4086630000000000e+06,8.4091720000000000e+06,8.4087460000000000e+06
8.4090170000000000e+06,8.4088570000000000e+06,8.4193900000000000e+06,8.4086170000000000e+06,8.4091840000000000e+06,8.4087100000000000e+06
8.4090540000000000e+06,8.4088660000000000e+06,8.4184480000000000e+06,8.4086260000000000e+06,8.4091840000000000e+06,8.4086970000000000e+06
8.4090190000000000e+06,8.4088480000000000e+06,8.4185220000000000e+06,8.4086290000000000e+06,8.4091310000000000e+06,8.4086910000000000e+06
8.4090610000000000e+06,8.4088690000000000e+06,8.4181460000000000e+06,8.4086150000000000e+06,8.4091390000000000e+06,8.4087020000000000e+06
8.4090340000000000e+06,8.4088250000000000e+06,8.4194770000000000e+06,8.4086420000000000e+06,8.4091820000000000e+06,8.4087430000000000e+06
8.4090590000000000e+06,8.4088540000000000e+06,8.4189240000000000e+06,8.4086190000000000e+06,8.4091630000000000e+06,8.4087500000000000e+06
8.4090670000000000e+06,8.4088700000000000e+06,8.4186580000000000e+06,8.4086320000000000e+06,8.4091550000000000e+06,8.4087380000000000e+06
8.4090130000000000e+06,8.4088320000000000e+06,8.4184450000000000e+06,8.4086360000000000e+06,8.4091720000000000e+06,8.4087150000000000e+06
8.4090410000000000e+06,8.4088460000000000e+06,8.4186950000000000e+06,8.4086510000000000e+06,8.4091940000000000e+06,8.4087030000000000e+06
8.4090450000000000e+06,8.4088200000000000e+06,8.4188370000000000e+06,8.4086650000000000e+06,8.4092050000000000e+06,8.4087590000000000e+06
8.4090480000000000e+06,8.4088570000000000e+06,8.4181530000000000e+06,8.4086100000000000e+06,8.4091630000000000e+06,8.4087390000000000e+06
8.4090440000000000e+06,8.4088370000000000e+06,8.4186720000000000e+06,8.4086480000000000e+06,8.4091330000000000e+06,8.4087250000000000e+06
8.4090590000000000e+06,8.4088550000000000e+06,8.4180710000000000e+06,8.4086350000000000e+06,8.4091440000000000e+06,8.4087660000000000e+06
8.4090780000000000e+06,8.4088130000000000e+06,8.4186970000000000e+06,8.4086230000000000e+06,8.4091610000000000e+06,8.4087410000000000e+06
8.4090350000000000e+06,8.4088200000000000e+06,8.4192500000000000e+06,8.4086460000000000e+06,8.4091440000000000e+06,8.4087410000000000e+06
8.4090410000000000e+06,8.4088540000000000e+06,8.4184020000000000e+06,8.4086000000000000e+06,8.4091800000000000e+06,8.4087060000000000e+06
8.4090340000000000e+06,8.4088700000000000e+06,8.4186030000000000e+06,8.4086010000000000e+06,8.4091250000000000e+06,8.4087490000000000e+06
8.4090490000000000e+06,8.4088580000000000e+06,8.4190400000000000e+06,8.4086700000000000e+06,8.4091970000000000e+06,8.4087510000000000e+06
8.4090570000000000e+06,8.4088160000000000e+06,8.4181220000000000e+06,8.4086470000000000e+06,8.4091780000000000e+06,8.4087360000000000e+06
8.4090670000000000e+06,8.4088540000000000e+06,8.4187030000000000e+06,8.4086160000000000e+06,8.4091660000000000e+06,8.4087170000000000e+06
8.4090410000000000e+06,8.4088280000000000e+06,8.4196910000000000e+06,8.4086420000000000e+06,8.4091440000000000e+06,8.4087360000000000e+06
8.4090450000000000e+06,8.4088590000000000e+06,8.4186380000000000e+06,8.4086170000000000e+06,8.4091770000000000e+06,8.4087340000000000e+06
8.4090670000000000e+06,8.4088090000000000e+06,8.4187960000000000e+06,8.4086520000000000e+06,8.4091580000000000e+06,8.4087310000000000e+06
8.4090780000000000e+06,8.4088440000000000e+06,8.4190670000000000e+06,8.4086160000000000e+06,8.4091550000000000e+06,8.4087150000000000e+06
8.4090470000000000e+06,8.4088470000000000e+06,8.4179440000000000e+06,8.4086410000000000e+06,8.4091250000000000e+06,8.4087090000000000e+06
8.4090100000000000e+06,8.4088500000000000e+06,8.4185830000000000e+06,8.4087060000000000e+06,8.4092110000000000e+06,8.4087360000000000e+06
8.4090410000000000e+06,8.4088580000000000e+06,8.4186500000000000e+06,8.4086430000000000e+06,8.4091760000000000e+06,8.4086920000000000e+06
8.4090330000000000e+06,8.4088230000000000e+06,8.4194670000000000e+06,8.4086420000000000e+06,8.4091730000000000e+06,8.4087540000000000e+06
8.4090310000000000e+06,8.4088270000000000e+06,8.4182470000000000e+06,8.4086790000000000e+06,8.4091820000000000e+06,8.4087740000000000e+06
8.4090510000000000e+06,8.4088250000000000e+06,8.4188180000000000e+06,8.4086230000000000e+06,8.4091770000000000e+06,8.4087300000000000e+06
8.4090460000000000e+06,8.4088510000000000e+06,8.4194360000000000e+06,8.4086660000000000e+06,8.4091380000000000e+06,8.4087530000000000e+06
8.4090540000000000e+06,8.4088300000000000e+06,8.4172980000000000e+06,8.4086560000000000e+06,8.4091770000000000e+06,8.4087120000000000e+06
8.4090590000000000e+06,8.4088200000000000e+06,8.4179920000000000e+06,8.4086420000000000e+06,8.4091500000000000e+06,8.4087070000000000e+06
8.4090480000000000e+06,8.4088490000000000e+06,8.4187860000000000e+06,8.4086110000000000e+06,8.4091900000000000e+06,8.4087440000000000e+06
8.4090090000000000e+06,8.4088460000000000e+06,8.4195010000000000e+06,8.4086690000000000e+06,8.4091520000000000e+06,8.4087160000000000e+06
8.4090660000000000e+06,8.4088570000000000e+06,8.4188740000000000e+06,8.4085880000000000e+06,8.4091430000000000e+06,8.4087100000000000e+06
8.4090380000000000e+06,8.4088400000000000e+06,8.4193440000000000e+06,8.4086110000000000e+06,8.4092060000000000e+06,8.4086960000000000e+06
8.4090490000000000e+06,8.4088350000000000e+06,8.4191240000000000e+06,8.4086300000000000e+06,8.4091450000000000e+06,8.4087140000000000e+06
8.4090550000000000e+06,8.4088360000000000e+06,8.4177400000000000e+06,8.4086070000000000e+06,8.4091700000000000e+06,8.4087380000000000e+06
8.4090270000000000e+06,8.4088390000000000e+06,8.4192110000000000e+06,8.4086320000000000e+06,8.4091770000000000e+06,8.4087460000000000e+06
8.4089970000000000e+06,8.4088690000000000e+06,8.4185980000000000e+06,8.4086610000000000e+06,8.4091630000000000e+06,8.4087540000000000e+06
8.4090420000000000e+06,8.4088410000000000e+06,8.4180640000000000e+06,8.4086460000000000e+06,8.4091760000000000e+06,8.4087460000000000e+06
8.4090370000000000e+06,8.4088120000000000e+06,8.4192320000000000e+06,8.4086420000000000e+06,8.4091940000000000e+06,8.4087440000000000e+06
8.4090820000000000e+06,8.4088680000000000e+06,8.4193750000000000e+06,8.4086270000000000e+06,8.4091400000000000e+06,8.4087440000000000e+06
8.4090440000000000e+06,8.4088400000000000e+06,8.4186720000000000e+06,8.4086780000000000e+06,8.4091430000000000e+06,8.4087170000000000e+06
8.4090390000000000e+06,8.4088250000000000e+06,8.4177950000000000e+06,8.4086480000000000e+06,8.4091800000000000e+06,8.4087090000000000e+06
8.4090170000000000e+06,8.4088620000000000e+06,8.4194350000000000e+06,8.4086500000000000e+06,8.4091560000000000e+06,8.4087550000000000e+06
8.4090560000000000e+06,8.4088380000000000e+06,8.4184970000000000e+06,8.4086500000000000e+06,8.4091540000000000e+06,8.4087280000000000e+06
8.4090420000000000e+06,8.4089240000000000e+06,8.4189280000000000e+06,8.4086560000000000e+06,8.4091340000000000e+06,8.4087570000000000e+06
8.4090250000000000e+06,8.4088320000000000e+06,8.4181260000000000e+06,8.4086460000000000e+06,8.4091870000000000e+06,8.4087390000000000e+06
8.4090440000000000e+06,8.4088450000000000e+06,8.4182690000000000e+06,8.4086230000000000e+06,8.4091600000000000e+06,8.4087090000000000e+06
8.4090120000000000e+06,8.4088390000000000e+06,8.4185990000000000e+06,8.4085990000000000e+06,8.4091540000000000e+06,8.4087130000000000e+06
8.4090570000000000e+06,8.4088350000000000e+06,8.4187020000000000e+06,8.4086480000000000e+06,8.4091440000000000e+06,8.4087330000000000e+06
8.4090250000000000e+06,8.4088350000000000e+06,8.4189530000000000e+06,8.4086470000000000e+06,8.4091290000000000e+06,8.4087130000000000e+06
8.4090320000000000e+06,8.4088590000000000e+06,8.4185800000000000e+06,8.4086150000000000e+06,8.4091780000000000e+06,8.4087400000000000e+06
8.4090330000000000e+06,8.4087950000000000e+06,8.4190820000000000e+06,8.4086640000000000e+06,8.4091690000000000e+06,8.4087350000000000e+06
8.4090740000000000e+06,8.4088380000000000e+06,8.4188550000000000e+06,8.4086370000000000e+06,8.4091640000000000e+06,8.4087190000000000e+06
8.4090670000000000e+06,8.4088440000000000e+06,8.4183190000000000e+06,8.4086230000000000e+06,8.4091660000000000e+06,8.4087080000000000e+06
8.4090260000000000e+06,8.4088900000000000e+06,8.4183460000000000e+06,8.4086220000000000e+06,8.4091580000000000e+06,8.4087160000000000e+06
8.4090080000000000e+06,8.4088420000000000e+06,8.4185540000000000e+06,8.4086130000000000e+06,8.4091510000000000e+06,8.4087180000000000e+06
8.4090270000000000e+06,8.4088400000000000e+06,8.4183950000000000e+06,8.4086440000000000e+06,8.4091770000000000e+06,8.4086940000000000e+06
8.4090070000000000e+06,8.4088800000000000e+06,8.4189440000000000e+06,8.4086140000000000e+06,8.4091780000000000e+06,8.4087370000000000e+06
8.4090370000000000e+06,8.4088200000000000e+06,8.4187010000000000e+06,8.4086430000000000e+06,8.4091610000000000e+06,8.4087120000000000e+06
8.4090530000000000e+06,8.4088290000000000e+06,8.4189130000000000e+06,8.4086120000000000e+06,8.4091100000000000e+06,8.4087160000000000e+06
8.4090150000000000e+06,8.4088340000000000e+06,8.4193840000000000e+06,8.4086030000000000e+06,8.4091420000000000e+06,8.4087280000000000e+06
8.4089940000000000e+06,8.4088680000000000e+06,8.4185270000000000e+06,8.4085810000000000e+06,8.4091860000000000e+06,8.4086950000000000e+06
8.4090430000000000e+06,8.4088880000000000e+06,8.4182770000000000e+06,8.4086110000000000e+06,8.4091250000000000e+06,8.4087030000000000e+06
8.4090400000000000e+06,8.4087960000000000e+06,8.4182360000000000e+06,8.4086540000000000e+06,8.4091480000000000e+06,8.4087280000000000e+06
8.4090100000000000e+06,8.4088560000000000e+06,8.4186270000000000e+06,8.4086360000000000e+06,8.4091490000000000e+06,8.4087480000000000e+06
8.4090320000000000e+06,8.4088090000000000e+06,8.4190030000000000e+06,8.4086690000000000e+06,8.4092160000000000e+06,8.4087260000000000e+06
8.4090450000000000e+06,8.4088540000000000e+06,8.4187410000000000e+06,8.4086150000000000e+06,8.4091840000000000e+06,8.4087250000000000e+06
8.4090560000000000e+06,8.4088770000000000e+06,8.4190300000000000e+06,8.4086210000000000e+06,8.4091550000000000e+06,8.4087330000000000e+06
8.4090510000000000e+06,8.4088920000000000e+06,8.4191940000000000e+06,8.4086010000000000e+06,8.4091500000000000e+06,8.4087360000000000e+06
8.4090350000000000e+06,8.4088620000000000e+06,8.4183410000000000e+06,8.4086450000000000e+06,8.4091580000000000e+06,8.4087460000000000e+06
8.4090510000000000e+06,8.4088090000000000e+06,8.4188810000000000e+06,8.4086330000000000e+06,8.4091410000000000e+06,8.4087180000000000e+06
8.4090100000000000e+06,8.4085940000000000e+06,8.4190540000000000e+06,8.4086560000000000e+06,8.4091810000000000e+06,8.4087370000000000e+06
8.4090410000000000e+06,8.4088580000000000e+06,8.4186500000000000e+06,8.4086430000000000e+06,8.4091760000000000e+06,8.4086920000000000e+06
8.4090370000000000e+06,8.4088200000000000e+06,8.4185170000000000e+06,8.4086620000000000e+06,8.4091490000000000e+06,8.4087170000000000e+06
8.4090290000000000e+06,8.4088580000000000e+06,8.4179790000000000e+06,8.4086300000000000e+06,8.4091690000000000e+06,8.4087260000000000e+06
8.4090330000000000e+06,8.4088530000000000e+06,8.4185960000000000e+06,8.4086330000000000e+06,8.4091280000000000e+06,8.4087150000000000e+06
8.4089970000000000e+06,8.4088390000000000e+06,8.4184910000000000e+06,8.4086140000000000e+06,8.4091770000000000e+06,8.4087140000000000e+06
8.4090620000000000e+06,8.4088260000000000e+06,8.4178840000000000e+06,8.4086740000000000e+06,8.4091450000000000e+06,8.4087190000000000e+06
8.4090600000000000e+06,8.4088280000000000e+06,8.4188420000000000e+06,8.4086230000000000e+06,8.4091520000000000e+06,8.4087140000000000e+06
8.4090260000000000e+06,8.4088420000000000e+06,8.4183430000000000e+06,8.4086450000000000e+06,8.4091570000000000e+06,8.4087540000000000e+06
8.4090620000000000e+06,8.4088140000000000e+06,8.4188380000000000e+06,8.4086370000000000e+06,8.4091610000000000e+06,8.4087450000000000e+06
8.4090160000000000e+06,8.4088420000000000e+06,8.4184770000000000e+06,8.4086680000000000e+06,8.4091540000000000e+06,8.4087990000000000e+06
8.4090300000000000e+06,8.4088990000000000e+06,8.4191080000000000e+06,8.4086400000000000e+06,8.4091480000000000e+06,8.4087440000000000e+06
8.4090370000000000e+06,8.4088610000000000e+06,8.4191170000000000e+06,8.4086600000000000e+06,8.4091550000000000e+06,8.4087400000000000e+06
8.4090140000000000e+06,8.4088270000000000e+06,8.4194500000000000e+06,8.4086590000000000e+06,8.4091510000000000e+06,8.4087610000000000e+06
8.4090160000000000e+06,8.4088530000000000e+06,8.4199110000000000e+06,8.4086420000000000e+06,8.4091550000000000e+06,8.4087450000000000e+06
8.4090120000000000e+06,8.4088480000000000e+06,8.4186180000000000e+06,8.4085980000000000e+06,8.4091630000000000e+06,8.4087450000000000e+06
8.4090400000000000e+06,8.4088560000000000e+06,8.4189210000000000e+06,8.4086320000000000e+06,8.4091590000000000e+06,8.4087270000000000e+06
8.4090530000000000e+06,8.4088020000000000e+06,8.4187220000000000e+06,8.4086600000000000e+06,8.4091800000000000e+06,8.4087540000000000e+06
8.4090600000000000e+06,8.4088720000000000e+06,8.4183630000000000e+06,8.4086060000000000e+06,8.4091620000000000e+06,8.4087500000000000e+06
8.4090370000000000e+06,8.4088210000000000e+06,8.4180620000000000e+06,8.4086510000000000e+06,8.4091500000000000e+06,8.4087260000000000e+06
8.4090150000000000e+06,8.4087960000000000e+06,8.4188350000000000e+06,8.4086550000000000e+06,8.4091640000000000e+06,8.4087450000000000e+06
8.4090320000000000e+06,8.4088430000000000e+06,8.4190220000000000e+06,8.4086430000000000e+06,8.4091870000000000e+06,8.4087130000000000e+06
8.4090650000000000e+06,8.4088450000000000e+06,8.4180880000000000e+06,8.4086390000000000e+06,8.4091640000000000e+06,8.4087510000000000e+06
8.4090250000000000e+06,8.4088520000000000e+06,8.4176600000000000e+06,8.4086400000000000e+06,8.4091370000000000e+06,8.4087480000000000e+06
8.4090350000000000e+06,8.4088680000000000e+06,8.4188420000000000e+06,8.4086080000000000e+06,8.4091860000000000e+06,8.4087300000000000e+06
8.4090480000000000e+06,8.4088270000000000e+06,8.4186460000000000e+06,8.4086730000000000e+06,8.4091600000000000e+06,8.4087470000000000e+06
8.4090480000000000e+06,8.4088630000000000e+06,8.4189210000000000e+06,8.4086370000000000e+06,8.4091780000000000e+06,8.4087670000000000e+06
8.4090310000000000e+06,8.4088540000000000e+06,8.4182480000000000e+06,8.4086290000000000e+06,8.4091810000000000e+06,8.4087020000000000e+06
8.4090410000000000e+06,8.4088770000000000e+06,8.4189110000000000e+06,8.4086190000000000e+06,8.4091390000000000e+06,8.4087140000000000e+06
8.4090390000000000e+06,8.4088590000000000e+06,8.4183160000000000e+06,8.4086100000000000e+06,8.4091740000000000e+06,8.4087240000000000e+06
8.4090780000000000e+06,8.4088010000000000e+06,8.4186730000000000e+06,8.4086290000000000e+06,8.4091950000000000e+06,8.4087590000000000e+06
8.4090570000000000e+06,8.4088530000000000e+06,8.4185340000000000e+06,8.4086230000000000e+06,8.4091660000000000e+06,8.4087110000000000e+06
8.4090210000000000e+06,8.4088230000000000e+06,8.4185190000000000e+06,8.4086500000000000e+06,8.4091610000000000e+06,8.4087440000000000e+06
8.4090120000000000e+06,8.4088280000000000e+06,8.4189320000000000e+06,8.4086500000000000e+06,8.4091850000000000e+06,8.4087460000000000e+06
8.4090290000000000e+06,8.4088190000000000e+06,8.4191400000000000e+06,8.4086740000000000e+06,8.4091720000000000e+06,8.4087040000000000e+06
